sentence,ID,clean sentence
Syria's uprising started in March 2011 with protests calling for political reform.,38VTL6WC4AEYLGYU4WUUIP5DDDK5YF,Syria's uprising started in March 2011 with protests calling for political reform.
"The government brutally cracked down on dissent, and many in the opposition have since taken up arms to defend themselves and attack government troops.",38VTL6WC4AEYLGYU4WUUIP5DDDK5YF,"The government brutally cracked down on dissent, and many in the opposition have since taken up arms to defend themselves and attack government troops."
Some soldiers also have switched sides and joined forces with the rebels.,38VTL6WC4AEYLGYU4WUUIP5DDDK5YF,Some soldiers also have switched sides and joined forces with the rebels.
"World powers have backed the peace plan, which was put forward by U.N.-Arab League envoy Kofi Annan to end the crisis, but the bloodshed has not stopped.",38VTL6WC4AEYLGYU4WUUIP5DDDK5YF,"World powers have backed the peace plan, which was put forward by U.N.-Arab League envoy Kofi Annan to end the crisis, but the bloodshed has not stopped."
More than 100 U.N. observers have been deployed in Syria to oversee the truce between the government and armed rebels.,38VTL6WC4AEYLGYU4WUUIP5DDDK5YF,More than 100 U.N. observers have been deployed in Syria to oversee the truce between the government and armed rebels.
"In the wake of the incident, Netanyahu said Israel sought to preserve the 1979 peace treaty with Egypt, but would seek to ensure that security arrangements would be revamped prior to the resumption of diplomatic activity in Cairo.",31MBOZ6PAOSZK20A0RSC2N9RWF2CL2,"In the wake of the incident, Netanyahu said Israel sought to preserve the 1979 peace treaty with Egypt, but would seek to ensure that security arrangements would be revamped prior to the resumption of diplomatic activity in Cairo."
"Ben-Dor said that Levanon's recently named successor, Ya'akov Amitai, would leave for Cairo ""as soon as proper security arrangements"" are agreed upon and implemented.",31MBOZ6PAOSZK20A0RSC2N9RWF2CL2,"Ben-Dor said that Levanon's recently named successor, Ya'akov Amitai, would leave for Cairo ""as soon as proper security arrangements"" are agreed upon and implemented."
"Israel's internal security agency, Shin Bet, which is responsible for setting the security guidelines for all Israeli diplomatic missions around the world, will okay Amita's departure pending the willingness of Egyptian authorities to approve its request for upgraded security measures, the Ha'aretz daily reported on Sunday.",31MBOZ6PAOSZK20A0RSC2N9RWF2CL2,"Israel's internal security agency, Shin Bet, which is responsible for setting the security guidelines for all Israeli diplomatic missions around the world, will okay Amita's departure pending the willingness of Egyptian authorities to approve its request for upgraded security measures, the Ha'aretz daily reported on Sunday."
"Such measures are to include new quarters for the embassy, more guards, closed-circuit cameras and electronic surveillance measures.",31MBOZ6PAOSZK20A0RSC2N9RWF2CL2,"Such measures are to include new quarters for the embassy, more guards, closed-circuit cameras and electronic surveillance measures."
Philippine Foreign Secretary Albert Del Rosario said he met with Chinese Ambassador Ma Keqing and both reaffirmed their governments' positions that the Scarborough Shoal where the ships are facing off was part of their own country's territory and neither was ready to stand down.,3KLL7H3EGD2TXFNK0N8J0N49059HVZ,Philippine Foreign Secretary Albert Del Rosario said he met with Chinese Ambassador Ma Keqing and both reaffirmed their governments' positions that the Scarborough Shoal where the ships are facing off was part of their own country's territory and neither was ready to stand down.
"Del Rosario said that despite the impasse, ""we resolved to seek a diplomatic solution to the issue.""",3KLL7H3EGD2TXFNK0N8J0N49059HVZ,"Del Rosario said that despite the impasse, ""we resolved to seek a diplomatic solution to the issue."""
The Philippine government said the standoff began when its navy tried to detain Chinese boats fishing in its waters but was stopped by two Chinese surveillance craft.,3KLL7H3EGD2TXFNK0N8J0N49059HVZ,The Philippine government said the standoff began when its navy tried to detain Chinese boats fishing in its waters but was stopped by two Chinese surveillance craft.
The Chinese Embassy accused the Philippine warship of harassing the fishermen and called for it to leave Chinese territory.,3KLL7H3EGD2TXFNK0N8J0N49059HVZ,The Chinese Embassy accused the Philippine warship of harassing the fishermen and called for it to leave Chinese territory.
"The South China Sea is home to a myriad of competing territorial claims, most notably the Spratly Islands south of the shoal, an island chain claimed by China, the Philippines, Vietnam, Brunei, Malaysia and Taiwan.",3KLL7H3EGD2TXFNK0N8J0N49059HVZ,"The South China Sea is home to a myriad of competing territorial claims, most notably the Spratly Islands south of the shoal, an island chain claimed by China, the Philippines, Vietnam, Brunei, Malaysia and Taiwan."
De Guindos said even the slightest doubt regarding the values of accounts would make economic recovery more complicated.,3N3WJQXELSRMMK883Y36QA05JBML28,De Guindos said even the slightest doubt regarding the values of accounts would make economic recovery more complicated.
"In Spain, the collapse of the housing market left the country's banks with properties that declined steeply in value over the last three years.",3N3WJQXELSRMMK883Y36QA05JBML28,"In Spain, the collapse of the housing market left the country's banks with properties that declined steeply in value over the last three years."
Many individuals are also having problems in meeting their mortgage payments.,3N3WJQXELSRMMK883Y36QA05JBML28,Many individuals are also having problems in meeting their mortgage payments.
"Banks will be forced to put some of their mortgages into separate companies, it was announced on Friday.",3N3WJQXELSRMMK883Y36QA05JBML28,"Banks will be forced to put some of their mortgages into separate companies, it was announced on Friday."
Spain will be liberalize regulations for property rentals in an attempt to make it easier for banks to sell their portfolios of property debt.,3N3WJQXELSRMMK883Y36QA05JBML28,Spain will be liberalize regulations for property rentals in an attempt to make it easier for banks to sell their portfolios of property debt.
These decisions come the same day the European Commission warned that Spain will not meet its target of reducing the state deficit to 5.3 percent this year and to 3 percent in 2013.,3N3WJQXELSRMMK883Y36QA05JBML28,These decisions come the same day the European Commission warned that Spain will not meet its target of reducing the state deficit to 5.3 percent this year and to 3 percent in 2013.
"The Spanish government unveiled a new reform package for its troubled banks Friday in a desperate bid to convince investors that the sector is solvent and the country has a strategy to avoid the bailout fate of Greece, Ireland and Portugal.",35NNO802AVXGL5PV4E4DQIBBD2JNIN,"The Spanish government unveiled a new reform package for its troubled banks Friday in a desperate bid to convince investors that the sector is solvent and the country has a strategy to avoid the bailout fate of Greece, Ireland and Portugal."
Economy Minister Luis de Guindos announced that banks will be forced to set aside a new €30 billion ($39 billion Cdn) financial cushion against bad loans and to separate property assets from their balance sheets.,35NNO802AVXGL5PV4E4DQIBBD2JNIN,Economy Minister Luis de Guindos announced that banks will be forced to set aside a new €30 billion ($39 billion Cdn) financial cushion against bad loans and to separate property assets from their balance sheets.
The package is the second by the new conservative government in three months and Spain's fourth in three years.,35NNO802AVXGL5PV4E4DQIBBD2JNIN,The package is the second by the new conservative government in three months and Spain's fourth in three years.
The government in February told banks to set aside €50 billion ($64.5 billion) in rainy-day funds to protect them against losses in the property market and elsewhere.,35NNO802AVXGL5PV4E4DQIBBD2JNIN,The government in February told banks to set aside €50 billion ($64.5 billion) in rainy-day funds to protect them against losses in the property market and elsewhere.
"The news came a day after thousands of Russians rallied in Moscow and St. Petersburg and faced off with police and Interior Ministry troops, who detained and arrested hundreds of protesters, including journalists.",3TKXBROM5TBK2FYAPGCLXBUU5VHIJ8,"The news came a day after thousands of Russians rallied in Moscow and St. Petersburg and faced off with police and Interior Ministry troops, who detained and arrested hundreds of protesters, including journalists."
"The country's leaders have to admit that there were numerous falsifications and rigging and the results do not reflect the will of the people, Gorbachev told Interfax, according to the AFP.",3TKXBROM5TBK2FYAPGCLXBUU5VHIJ8,"The country's leaders have to admit that there were numerous falsifications and rigging and the results do not reflect the will of the people, Gorbachev told Interfax, according to the AFP."
Therefore I think they can only take one decision — annul the results of the election and hold new ones.,3TKXBROM5TBK2FYAPGCLXBUU5VHIJ8,Therefore I think they can only take one decision — annul the results of the election and hold new ones.
Thousands of security forces were out in the Russian capital and helicopters roamed the sky Wednesday in a show of force following the protests over the election that saw Prime Minister Vladimir Putin's party struggle to keep a majority.,3TKXBROM5TBK2FYAPGCLXBUU5VHIJ8,Thousands of security forces were out in the Russian capital and helicopters roamed the sky Wednesday in a show of force following the protests over the election that saw Prime Minister Vladimir Putin's party struggle to keep a majority.
The market was bracing itself for at least 50 billion euros in new cash.,3B9XR6P1WEWAF7K4J6K4BOQH9SUBJY,The market was bracing itself for at least 50 billion euros in new cash.
"You can't put out a number as low as 15 billion without an explanation, said a London-based banking analyst who did not want to be named.",3B9XR6P1WEWAF7K4J6K4BOQH9SUBJY,"You can't put out a number as low as 15 billion without an explanation, said a London-based banking analyst who did not want to be named."
"You can't put out a number as low as 15 billion without an explanation,"" said a London-based banking analyst who did not want to be named.",3B9XR6P1WEWAF7K4J6K4BOQH9SUBJY,"You can't put out a number as low as 15 billion without an explanation,"" said a London-based banking analyst who did not want to be named."
"Spanish lenders must set aside 30 billion euros, on top of 54 billion euros ordered in February, as provisions against loans which are still performing as well as bad ones while defaults rise in an recession which has sent unemployment to 24 percent.",3B9XR6P1WEWAF7K4J6K4BOQH9SUBJY,"Spanish lenders must set aside 30 billion euros, on top of 54 billion euros ordered in February, as provisions against loans which are still performing as well as bad ones while defaults rise in an recession which has sent unemployment to 24 percent."
"For banks unable to raise the necessary funds, the government will provide five-year loans, convertible into shares with an interest rate double the rate on government bonds.",3B9XR6P1WEWAF7K4J6K4BOQH9SUBJY,"For banks unable to raise the necessary funds, the government will provide five-year loans, convertible into shares with an interest rate double the rate on government bonds."
"The state will have to raise money on debt markets for the loans to the banks, which will be made through an instrument known as contingent convertibles, or CoCos, which carry the risk that the state ends up with ownership of still-troubled banks.",3B9XR6P1WEWAF7K4J6K4BOQH9SUBJY,"The state will have to raise money on debt markets for the loans to the banks, which will be made through an instrument known as contingent convertibles, or CoCos, which carry the risk that the state ends up with ownership of still-troubled banks."
"Mr McGlone said: ""South Derry has been shaken by the news of this terrible shooting.",3JYPJ2TAYI9WEZZIJLBKRA3EY2VFPE,"Mr McGlone said: ""South Derry has been shaken by the news of this terrible shooting."
There is an overwhelming sense of shock amongst local people that something like this has happened so close to home in broad daylight.,3JYPJ2TAYI9WEZZIJLBKRA3EY2VFPE,There is an overwhelming sense of shock amongst local people that something like this has happened so close to home in broad daylight.
"Baset al-Megrahi, the Libyan intelligence officer who was convicted in the 1988 Lockerbie bombing has died at his home in Tripoli, nearly three years after he was released from a Scottish prison.Al-Megrahi was released on Aug. 20, 2009, on compassionate grounds in order for him return home to die after he was diagnosed with prostate cancer.",3JYPJ2TAYI9WEZZIJLBKRA3EY2VFPE,"Baset al-Megrahi, the Libyan intelligence officer who was convicted in the 1988 Lockerbie bombing has died at his home in Tripoli, nearly three years after he was released from a Scottish prison.Al-Megrahi was released on Aug. 20, 2009, on compassionate grounds in order for him return home to die after he was diagnosed with prostate cancer."
"Al-Megrahi insisted he was innocent, but he kept a strict silence after his release, living in the family villa surrounded by high walls in a posh Tripoli neighborhood, mostly bedridden or taking a few steps with a cane.His son, Khaled al-Megrahi, confirmed that he died in Tripoli in a telephone interview but hung up before giving more details.Saad Nasser al-Megrahi, a relative and a member of the ruling National Transitional Council, said al-Megrahi's health had seriously deteriorated in recent days and he died of cancer-related complications.Al-Megrahi insisted he had nothing to do with the bombing, which killed 270 people, most of them Americans.",3JYPJ2TAYI9WEZZIJLBKRA3EY2VFPE,"Al-Megrahi insisted he was innocent, but he kept a strict silence after his release, living in the family villa surrounded by high walls in a posh Tripoli neighborhood, mostly bedridden or taking a few steps with a cane.His son, Khaled al-Megrahi, confirmed that he died in Tripoli in a telephone interview but hung up before giving more details.Saad Nasser al-Megrahi, a relative and a member of the ruling National Transitional Council, said al-Megrahi's health had seriously deteriorated in recent days and he died of cancer-related complications.Al-Megrahi insisted he had nothing to do with the bombing, which killed 270 people, most of them Americans."
The Philippine government says its navy tried to detain Chinese fishermen but was prevented by the Chinese surveillance craft.,3AXFSPQOYQZ0SOWKO860UEH2P3PFJE,The Philippine government says its navy tried to detain Chinese fishermen but was prevented by the Chinese surveillance craft.
Beijing called on the Philippine ship to leave the waters.,3AXFSPQOYQZ0SOWKO860UEH2P3PFJE,Beijing called on the Philippine ship to leave the waters.
The shoal lies off the north-western province of Zambales.,3AXFSPQOYQZ0SOWKO860UEH2P3PFJE,The shoal lies off the north-western province of Zambales.
"China and the Philippines have been disputing ownership of the shoal, in addition to the Spratly Islands and other areas in the South China Sea.",3AXFSPQOYQZ0SOWKO860UEH2P3PFJE,"China and the Philippines have been disputing ownership of the shoal, in addition to the Spratly Islands and other areas in the South China Sea."
"The Philippine Department of Foreign Affairs said that on Sunday, a Philippine navy surveillance plane sighted eight Chinese fishing vessels anchored in a lagoon at Scarborough, prompting the military to deploy its largest warship, the BRP Gregorio del Pilar, which was recently acquired from the United States.",3AXFSPQOYQZ0SOWKO860UEH2P3PFJE,"The Philippine Department of Foreign Affairs said that on Sunday, a Philippine navy surveillance plane sighted eight Chinese fishing vessels anchored in a lagoon at Scarborough, prompting the military to deploy its largest warship, the BRP Gregorio del Pilar, which was recently acquired from the United States."
"On Tuesday, Filipino sailors from the warship boarded the Chinese vessels for an inspection, discovering large amounts of illegally collected coral, giant clams and live sharks inside the first boat, the department said.",3AXFSPQOYQZ0SOWKO860UEH2P3PFJE,"On Tuesday, Filipino sailors from the warship boarded the Chinese vessels for an inspection, discovering large amounts of illegally collected coral, giant clams and live sharks inside the first boat, the department said."
"Separately, Spain said early this week it would take over Bankia SA, the largest real estate holder, to boost financial confidence.",362E9TQF2HRABD89HARI0Y2ECQXIGA,"Separately, Spain said early this week it would take over Bankia SA, the largest real estate holder, to boost financial confidence."
Spain's 10-year bond yield was up as much as 6.04 percent after the announcement.,362E9TQF2HRABD89HARI0Y2ECQXIGA,Spain's 10-year bond yield was up as much as 6.04 percent after the announcement.
"Banks have until the end of the year to move their holdings of repossessed property into asset management firms for a fire sale, Economy Minister Luis de Guindos told a news conference.",362E9TQF2HRABD89HARI0Y2ECQXIGA,"Banks have until the end of the year to move their holdings of repossessed property into asset management firms for a fire sale, Economy Minister Luis de Guindos told a news conference."
"All banks must do this, he said.",362E9TQF2HRABD89HARI0Y2ECQXIGA,"All banks must do this, he said."
"A Spanish government source, however, later said that banks able to cover by themselves losses on their toxic property assets will not be forced to remove them from their books while it will be compulsory for those receiving public help.",362E9TQF2HRABD89HARI0Y2ECQXIGA,"A Spanish government source, however, later said that banks able to cover by themselves losses on their toxic property assets will not be forced to remove them from their books while it will be compulsory for those receiving public help."
"The state will put less than 15 billion euros into the latest of the four separate bank rescues that Spain has enacted over the past three years, de Guindos estimated.",362E9TQF2HRABD89HARI0Y2ECQXIGA,"The state will put less than 15 billion euros into the latest of the four separate bank rescues that Spain has enacted over the past three years, de Guindos estimated."
"“It doesn’t matter, I think that Americans help the Afghan people.”",3J6BHNX0U9T7R0FJ4HPP3YQO5INKNY,"“It doesn’t matter, I think that Americans help the Afghan people.”"
"President Barack Obama spoke to U.S. troops on the one-year anniversary of Osama bin Laden's death, telling them that as the war winds down both America and Afghanistan are grateful for their sacrifice.",3J6BHNX0U9T7R0FJ4HPP3YQO5INKNY,"President Barack Obama spoke to U.S. troops on the one-year anniversary of Osama bin Laden's death, telling them that as the war winds down both America and Afghanistan are grateful for their sacrifice."
"As that debate raged, the president, acting as commander in chief, landed in Afghanistan on Tuesday afternoon for an unannounced visit to the war zone.",3J6BHNX0U9T7R0FJ4HPP3YQO5INKNY,"As that debate raged, the president, acting as commander in chief, landed in Afghanistan on Tuesday afternoon for an unannounced visit to the war zone."
"There, he signed a new security agreement with President Hamid Karzai that outlines a partnership between the two countries that will continue after U.S. combat forces end their mission in 2014.",3J6BHNX0U9T7R0FJ4HPP3YQO5INKNY,"There, he signed a new security agreement with President Hamid Karzai that outlines a partnership between the two countries that will continue after U.S. combat forces end their mission in 2014."
"The president's trip muted, at least for a few hours, the partisan exchanges over whether his campaign had crossed a line with its bin Laden video.",3J6BHNX0U9T7R0FJ4HPP3YQO5INKNY,"The president's trip muted, at least for a few hours, the partisan exchanges over whether his campaign had crossed a line with its bin Laden video."
The Green Village assault began around two hours after Obama left.,3QREJ3J433YH30CYS49AQ6MZ0NNKLW,The Green Village assault began around two hours after Obama left.
"Police said suicide attackers wearing burqas struck at 6:15 am (0145 GMT), detonating a car bomb before clashing with guards.",3QREJ3J433YH30CYS49AQ6MZ0NNKLW,"Police said suicide attackers wearing burqas struck at 6:15 am (0145 GMT), detonating a car bomb before clashing with guards."
"The interior ministry said seven people were killed, including at least six Afghans.",3QREJ3J433YH30CYS49AQ6MZ0NNKLW,"The interior ministry said seven people were killed, including at least six Afghans."
"There were three attackers, the ministry said, one in the suicide car bomb and two who got inside the complex.",3QREJ3J433YH30CYS49AQ6MZ0NNKLW,"There were three attackers, the ministry said, one in the suicide car bomb and two who got inside the complex."
One blew himself up while the other was shot dead by security forces.,3QREJ3J433YH30CYS49AQ6MZ0NNKLW,One blew himself up while the other was shot dead by security forces.
"Mangled bodies were seen lying in the road after the attack, which left two vehicles completely destroyed and blew out the windows of a nearby school.",3QREJ3J433YH30CYS49AQ6MZ0NNKLW,"Mangled bodies were seen lying in the road after the attack, which left two vehicles completely destroyed and blew out the windows of a nearby school."
Health ministry spokesman Kargar Noorughli said 18 people were wounded and eight admitted to hospital.,3QREJ3J433YH30CYS49AQ6MZ0NNKLW,Health ministry spokesman Kargar Noorughli said 18 people were wounded and eight admitted to hospital.
Taliban spokesman Zabiullah Mujahid told AFP the attack was a message to Obama to say the militants would continue to fight until all foreign forces had left.,3QREJ3J433YH30CYS49AQ6MZ0NNKLW,Taliban spokesman Zabiullah Mujahid told AFP the attack was a message to Obama to say the militants would continue to fight until all foreign forces had left.
"Nearly 3,000 U.S. and NATO soldiers have been killed in Afghanistan since the Taliban rulers were ousted in 2001.",3IH9TRB0FB0D7YI6ZR6FTBY8ADTI1D,"Nearly 3,000 U.S. and NATO soldiers have been killed in Afghanistan since the Taliban rulers were ousted in 2001."
"The Taliban, overthrown by U.S.-backed Afghan forces for harboring bin Laden and other militants, were quick to take credit for Wednesday's attack at Green Village, one of several compounds for Westerners on a main road out of the capital.",3IH9TRB0FB0D7YI6ZR6FTBY8ADTI1D,"The Taliban, overthrown by U.S.-backed Afghan forces for harboring bin Laden and other militants, were quick to take credit for Wednesday's attack at Green Village, one of several compounds for Westerners on a main road out of the capital."
This attack was to make clear our reaction to Obama's trip to Afghanistan.,3IH9TRB0FB0D7YI6ZR6FTBY8ADTI1D,This attack was to make clear our reaction to Obama's trip to Afghanistan.
"The message was that instead of signing a strategic partnership deal with Afghanistan, he should think about taking his troops out from Afghanistan and leave it to Afghans to rebuild their country,"" Taliban spokesman Zabihullah Mujahid told Reuters by telephone from an undisclosed location.",3IH9TRB0FB0D7YI6ZR6FTBY8ADTI1D,"The message was that instead of signing a strategic partnership deal with Afghanistan, he should think about taking his troops out from Afghanistan and leave it to Afghans to rebuild their country,"" Taliban spokesman Zabihullah Mujahid told Reuters by telephone from an undisclosed location."
"But America's Kabul ambassador, Ryan Crocker, said involvement of the Haqqani network - which Washington believes is based in Pakistan's North Waziristan region and which it blames for high-profile attacks in Kabul in April - could not be ruled out.",3IH9TRB0FB0D7YI6ZR6FTBY8ADTI1D,"But America's Kabul ambassador, Ryan Crocker, said involvement of the Haqqani network - which Washington believes is based in Pakistan's North Waziristan region and which it blames for high-profile attacks in Kabul in April - could not be ruled out."
The LCC also posted dire reports of the military aiming mortars and heavy artillery at the Homs village of Al-Burnhanieh.,3U18MJKL1UNP823VC48RFFDG0XZNCL,The LCC also posted dire reports of the military aiming mortars and heavy artillery at the Homs village of Al-Burnhanieh.
Violence from the Syian conflict isn't confined to the country's borders.,3U18MJKL1UNP823VC48RFFDG0XZNCL,Violence from the Syian conflict isn't confined to the country's borders.
"In neighboring Lebanon, at least one person was killed and 45 others wounded in ongoing violence, Lebanon's National News Agency reported Monday.",3U18MJKL1UNP823VC48RFFDG0XZNCL,"In neighboring Lebanon, at least one person was killed and 45 others wounded in ongoing violence, Lebanon's National News Agency reported Monday."
"The fighting in Lebanon pits residents of Bab al-Tebbaneh, a Sunni stronghold hostile to the Syrian regime, against Alawite residents of Jabal Mohsen, who support Syrian President Bashar al-Assad.",3U18MJKL1UNP823VC48RFFDG0XZNCL,"The fighting in Lebanon pits residents of Bab al-Tebbaneh, a Sunni stronghold hostile to the Syrian regime, against Alawite residents of Jabal Mohsen, who support Syrian President Bashar al-Assad."
"Clashes that began Sunday in Lebanon ignited over the arrest of Islamist activist Chadi Mawlawi, who the Lebanese government accuses of being an operative in Al-Qaeda-inspired group.",3U18MJKL1UNP823VC48RFFDG0XZNCL,"Clashes that began Sunday in Lebanon ignited over the arrest of Islamist activist Chadi Mawlawi, who the Lebanese government accuses of being an operative in Al-Qaeda-inspired group."
But his relatives deny the accusation.,3U18MJKL1UNP823VC48RFFDG0XZNCL,But his relatives deny the accusation.
"Ali Hajar, one of Mawlawi's cousins, said Mawlawi supports the Syrian rebels and is trying to help Syrian refugees by providing them with shelter and food.",3U18MJKL1UNP823VC48RFFDG0XZNCL,"Ali Hajar, one of Mawlawi's cousins, said Mawlawi supports the Syrian rebels and is trying to help Syrian refugees by providing them with shelter and food."
"In Pictures: Winning hearts and minds in Afghanistan Taliban militants detonated a car bomb outside a private, heavily fortified compound home to mostly foreigners at about 6:15 a.m. on Wednesday morning.",3MNJFORX8B5SLPHZZ626T4YX616F51,"In Pictures: Winning hearts and minds in Afghanistan Taliban militants detonated a car bomb outside a private, heavily fortified compound home to mostly foreigners at about 6:15 a.m. on Wednesday morning."
Afghan security forces and Taliban militants then exchanged gunfire.,3MNJFORX8B5SLPHZZ626T4YX616F51,Afghan security forces and Taliban militants then exchanged gunfire.
"Afghan police officials say the situation was under control by 9:00 a.m., but the incident left at least 7 people dead and some 17 people injured.",3MNJFORX8B5SLPHZZ626T4YX616F51,"Afghan police officials say the situation was under control by 9:00 a.m., but the incident left at least 7 people dead and some 17 people injured."
"The explosion came shortly after Mr. Obama gave a speech invoking ""a new dawn"" with the signing of a US-Afghanistan strategic partnership agreement.",3MNJFORX8B5SLPHZZ626T4YX616F51,"The explosion came shortly after Mr. Obama gave a speech invoking ""a new dawn"" with the signing of a US-Afghanistan strategic partnership agreement."
"The incident not only underscores the difficulties that remain as Afghan security forces take control of increasingly larger share of the country, but also the potential fallout from the Afghan insurgency during high-profile visits.",3MNJFORX8B5SLPHZZ626T4YX616F51,"The incident not only underscores the difficulties that remain as Afghan security forces take control of increasingly larger share of the country, but also the potential fallout from the Afghan insurgency during high-profile visits."
"The observatory, a Grade II listed building, is not in use at present.",3SSN80MU8CPC3UTN6NCY10HM8XLKX9,"The observatory, a Grade II listed building, is not in use at present."
"A spokeswoman for Merseyside Police said: ""Crime scene investigators are in attendance at the scene and officers are appealing to anyone who may have seen anyone acting suspiciously on Bidston Hill over the last few days to come forward.",3SSN80MU8CPC3UTN6NCY10HM8XLKX9,"A spokeswoman for Merseyside Police said: ""Crime scene investigators are in attendance at the scene and officers are appealing to anyone who may have seen anyone acting suspiciously on Bidston Hill over the last few days to come forward."
The 18-year-old man arrested on suspicion of murder has been taken to a police station where he will be interviewed by detectives.,3SSN80MU8CPC3UTN6NCY10HM8XLKX9,The 18-year-old man arrested on suspicion of murder has been taken to a police station where he will be interviewed by detectives.
Google says authorities in China have approved its acquisition of Motorola Mobility.,3SSN80MU8CPC3UTN6NCY10HM8XLKX9,Google says authorities in China have approved its acquisition of Motorola Mobility.
This brings the Internet search giant closer to completing its biggest deal ever.,3SSN80MU8CPC3UTN6NCY10HM8XLKX9,This brings the Internet search giant closer to completing its biggest deal ever.
Google Inc. is buying the mobile phone maker for $12.5 billion.,3SSN80MU8CPC3UTN6NCY10HM8XLKX9,Google Inc. is buying the mobile phone maker for $12.5 billion.
The deal was announced last August and had received all necessary regulatory approvals except in China.,3SSN80MU8CPC3UTN6NCY10HM8XLKX9,The deal was announced last August and had received all necessary regulatory approvals except in China.
He did not describe the nature of the calls.,30Z7M1Q8UYLGCGJTMONHRNXXCCI8AA,He did not describe the nature of the calls.
"Google Inc. (GOOG) won approval from Chinese regulators for its $12.5 billion purchase of Motorola Mobility Holdings Inc. (MMI), clearing a final hurdle for a deal that boosts its patents portfolio and steps up competition with Apple Inc. “We are pleased the deal has received approval in all jurisdictions,” Motorola Mobility said in an e-mailed statement yesterday, confirming that the transaction has been approved in China.",30Z7M1Q8UYLGCGJTMONHRNXXCCI8AA,"Google Inc. (GOOG) won approval from Chinese regulators for its $12.5 billion purchase of Motorola Mobility Holdings Inc. (MMI), clearing a final hurdle for a deal that boosts its patents portfolio and steps up competition with Apple Inc. “We are pleased the deal has received approval in all jurisdictions,” Motorola Mobility said in an e-mailed statement yesterday, confirming that the transaction has been approved in China."
“We expect to close imminently.”,30Z7M1Q8UYLGCGJTMONHRNXXCCI8AA,“We expect to close imminently.”
"The deal helps Larry Page, the Google co-founder who took over as chief executive officer last year, push the Web company to better compete with Apple’s iPhone and gain more clout for its Android software as it expands in the hardware business.",30Z7M1Q8UYLGCGJTMONHRNXXCCI8AA,"The deal helps Larry Page, the Google co-founder who took over as chief executive officer last year, push the Web company to better compete with Apple’s iPhone and gain more clout for its Android software as it expands in the hardware business."
"It also gives Google, the worlds’ biggest maker of smartphone software, a trove of 17,000 patents to protect Android devices in legal disputes with competitors.",30Z7M1Q8UYLGCGJTMONHRNXXCCI8AA,"It also gives Google, the worlds’ biggest maker of smartphone software, a trove of 17,000 patents to protect Android devices in legal disputes with competitors."
"The daily death toll in Syria has declined as the number of observers has risen, but few experts expect the U.N. plan to succeed in its entirety.",31D0ZWOD0A0YUREQRKA2Y8RFTE6A0P,"The daily death toll in Syria has declined as the number of observers has risen, but few experts expect the U.N. plan to succeed in its entirety."
"The Observatory said a total of 19 civilians were killed nationwide, plus two rebels and 5 regime soldiers.",31D0ZWOD0A0YUREQRKA2Y8RFTE6A0P,"The Observatory said a total of 19 civilians were killed nationwide, plus two rebels and 5 regime soldiers."
Activists also reported government attacks in rebellious Damascus suburbs.,31D0ZWOD0A0YUREQRKA2Y8RFTE6A0P,Activists also reported government attacks in rebellious Damascus suburbs.
Omar Hamza said via Skype that three people were killed early Sunday by shells and machine gun rounds fired at Douma.,31D0ZWOD0A0YUREQRKA2Y8RFTE6A0P,Omar Hamza said via Skype that three people were killed early Sunday by shells and machine gun rounds fired at Douma.
"The government was raiding other areas looking for activists, he said.",31D0ZWOD0A0YUREQRKA2Y8RFTE6A0P,"The government was raiding other areas looking for activists, he said."
"The Observatory also reported three killed in suburbs east of the capital, one of them a rebel commander.",31D0ZWOD0A0YUREQRKA2Y8RFTE6A0P,"The Observatory also reported three killed in suburbs east of the capital, one of them a rebel commander."
Activist claims could not be independently verified.,31D0ZWOD0A0YUREQRKA2Y8RFTE6A0P,Activist claims could not be independently verified.
The Syrian government did not comment on the reports and bars most media from working in the country.,31D0ZWOD0A0YUREQRKA2Y8RFTE6A0P,The Syrian government did not comment on the reports and bars most media from working in the country.
Suicide bombers attacked a compound housing Westerners in Kabul on Wednesday hours after U.S. President Barack Obama signed a security pact during a short visit to a city that remains vulnerable to a resilient insurgency.,368IUKXGA590V667IS8GX4Q1424P6U,Suicide bombers attacked a compound housing Westerners in Kabul on Wednesday hours after U.S. President Barack Obama signed a security pact during a short visit to a city that remains vulnerable to a resilient insurgency.
"The Taliban claimed responsibility for the attack which involved a car bomb and insurgents disguised as women on the eastern outskirts of the capital, killing seven people, a Gurkha guard and six passers-by, and wounding 17.",368IUKXGA590V667IS8GX4Q1424P6U,"The Taliban claimed responsibility for the attack which involved a car bomb and insurgents disguised as women on the eastern outskirts of the capital, killing seven people, a Gurkha guard and six passers-by, and wounding 17."
"The Taliban said it was in response to Obama's visit and to the strategic partnership deal he signed with Afghan President Hamid Karzai, a pact that sets out a long-term U.S. role after most foreign combat troops leave by the end of 2014.",368IUKXGA590V667IS8GX4Q1424P6U,"The Taliban said it was in response to Obama's visit and to the strategic partnership deal he signed with Afghan President Hamid Karzai, a pact that sets out a long-term U.S. role after most foreign combat troops leave by the end of 2014."
"The insurgency also claimed their spring offensive, which began two weeks ago with attacks in Kabul, would be renewed on Thursday, despite a security clamp-down in the capital.",368IUKXGA590V667IS8GX4Q1424P6U,"The insurgency also claimed their spring offensive, which began two weeks ago with attacks in Kabul, would be renewed on Thursday, despite a security clamp-down in the capital."
